,location,total_sqft,bath,price,bhk,encoded_loc
1705,others,705.0,1.0,36.5,1,211
1706,others,1800.0,3.0,70.0,3,211
1707,R.T. Nagar,1200.0,2.0,45.0,2,167
1708,others,925.0,2.0,42.0,2,211
1709,others,1230.0,2.0,57.0,2,211
1710,Kodichikkanahalli,1125.0,2.0,52.0,2,126
1711,Hebbal,1100.0,2.0,54.0,2,81
1712,Electronic City Phase II,1400.0,2.0,41.58,3,66
1713,Jakkur,1858.0,3.0,98.3,3,98
1714,HSR Layout,1185.0,2.0,60.0,2,78
1715,Hennur,1255.0,2.0,58.0,2,84
1716,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2,169
1717,Electronic City,1700.0,3.0,75.0,3,65
1718,Kanakpura Road,1090.0,2.0,54.54,2,115
1719,Green Glen Layout,1050.0,2.0,48.0,2,73
1720,Hennur Road,2405.0,2.0,93.865,3,85
1721,Dommasandra,1033.0,2.0,31.5,3,63
1722,Electronic City,1400.0,2.0,48.0,3,65
1723,Sarjapur  Road,944.0,2.0,35.0,2,177
1724,Whitefield,1216.0,2.0,66.48,2,205
1725,others,1100.0,2.0,39.5,2,211
1726,Thanisandra,1743.0,3.0,93.25,3,191
1727,Yelahanka,1274.0,2.0,48.42,2,207
1728,Doddathoguru,1875.0,3.0,55.0,3,62
1729,Whitefield,1350.0,3.0,54.0,3,205
1730,others,1219.0,2.0,40.0,2,211
1731,Sarjapura - Attibele Road,2400.0,3.0,85.0,3,178
1732,Hormavu,1141.0,2.0,44.4,2,89
1733,Anandapura,1151.0,2.0,43.1,2,13
1734,Sarjapur  Road,915.0,2.0,38.0,2,177
1735,Kaggadasapura,1200.0,2.0,53.0,2,106
1736,Singasandra,1300.0,2.0,65.0,2,183
1737,Kannamangala,1262.0,2.0,55.0,2,116
1738,Attibele,420.0,1.0,17.0,1,19
1739,Kanakapura,1160.0,2.0,46.39,2,114
1740,Kasavanhalli,1115.0,2.0,50.0,2,118
1741,Babusapalaya,1500.0,2.0,57.0,2,22
1742,Whitefield,1173.0,2.0,60.0,2,205
1743,Sarjapur  Road,858.0,2.0,31.57,2,177
1744,Uttarahalli,1689.28,3.0,91.2,3,197
1745,Banashankari,1425.0,3.0,49.88,3,24
1746,Channasandra,4200.0,6.0,180.0,6,50
1747,Haralur Road,4587.5,2.0,175.0,4,79
1748,others,970.0,2.0,40.0,2,211
1749,Sarjapur,1157.0,2.0,40.0,2,176
1750,Kasavanhalli,1125.0,2.0,61.2,2,118
1751,Sonnenahalli,1157.0,2.0,42.0,2,186
1752,Marathahalli,4000.0,4.0,220.0,4,146
1753,Yeshwanthpur,1168.0,2.0,64.08,2,210
1754,Chandapura,877.0,2.0,42.0,2,49
1755,others,1405.0,2.0,70.0,3,211
1756,others,1800.0,3.0,65.0,3,211
1757,others,1360.0,2.0,65.0,3,211
1758,others,620.0,1.0,25.0,2,211
1759,Hormavu,1130.0,2.0,42.3,2,89
1760,Yelachenahalli,1080.0,2.0,55.0,2,206
1761,Singasandra,3126.0,4.0,120.0,4,183
1762,Begur Road,1410.0,2.0,52.17,3,36
1763,Bommanahalli,1375.0,3.0,59.0,3,43
1764,Kanakpura Road,1051.0,2.0,56.74,2,115
1765,Kannamangala,2400.0,4.0,130.0,4,116
1766,others,1301.0,2.0,55.0,2,211
1767,others,650.0,1.0,30.0,1,211
1768,Sarjapur  Road,984.0,2.0,45.91,2,177
1769,others,910.0,1.0,42.0,1,211
1770,others,1250.0,3.0,39.0,3,211
1771,Begur Road,1615.0,3.0,58.0,3,36
1772,Sarjapur  Road,1400.0,2.0,68.0,2,177
1773,CV Raman Nagar,1070.0,2.0,47.5,2,48
1774,others,2000.0,3.0,85.0,3,211
1775,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2,169
1776,Gottigere,1500.0,3.0,70.0,3,72
1777,Kanakpura Road,1070.0,2.0,37.45,2,115
1778,Ramamurthy Nagar,1185.0,2.0,45.5,2,172
1779,Anekal,888.0,2.0,34.0,2,15
1780,others,532.0,1.0,22.49,1,211
1781,Electronic City,700.0,1.0,35.0,1,65
1782,others,902.0,2.0,42.0,2,211
1783,Doddathoguru,984.0,2.0,51.0,2,62
1784,Hebbal,2700.0,2.0,100.0,4,81
1785,Babusapalaya,1453.0,2.0,43.59,3,22
1786,Murugeshpalya,1845.0,3.0,91.0,3,150
1787,Sarjapura - Attibele Road,1676.0,3.0,52.0,3,178
1788,Uttarahalli,1137.0,2.0,63.0,2,197
1789,Electronic City,1360.0,2.0,70.5,3,65
1790,others,1374.0,2.0,70.0,3,211
1791,others,1080.0,2.0,55.0,2,211
1792,Doddathoguru,550.0,1.0,17.0,1,62
1793,Somasundara Palya,1033.0,2.0,48.0,2,184
1794,others,1240.0,2.0,52.6,2,211
1795,Kasavanhalli,1915.0,3.0,80.0,3,118
1796,Whitefield,1545.0,3.0,79.0,3,205
1797,Hebbal Kempapura,1150.0,2.0,40.0,2,82
1798,others,1200.0,2.0,49.0,2,211
1799,Kengeri,963.0,2.0,40.0,2,123
1800,Yelahanka,1371.0,2.0,65.0,3,207
1801,Hennur Road,901.0,2.0,49.5,2,85
1802,others,1203.0,2.0,59.86,2,211
1803,Horamavu Banaswadi,1357.0,2.0,54.0,2,88
1804,others,1600.0,3.0,76.0,3,211
1805,Yelahanka New Town,350.0,1.0,13.5,1,208
1806,Varthur,1665.0,3.0,53.0,3,198
1807,Haralur Road,1444.0,2.0,80.0,3,79
1808,Kanakapura,1277.0,2.0,55.0,2,114
1809,others,1134.0,2.0,40.0,2,211
1810,others,995.0,2.0,34.82,2,211
1811,Kothanur,4000.0,6.0,150.0,6,133
1812,others,1320.0,2.0,73.0,3,211
1813,Electronics City Phase 1,650.0,1.0,23.0,1,67
1814,Electronic City,1150.0,2.0,38.0,2,65
1815,Electronic City Phase II,769.0,2.0,40.0,2,66
1816,Bommasandra,902.0,2.0,49.0,2,44
1817,Electronic City,1090.0,2.0,31.49,2,65
1818,Yelahanka,1712.0,3.0,82.0,3,207
1819,Somasundara Palya,1575.0,3.0,63.1,3,184
1820,others,1100.0,2.0,56.1,2,211
1821,Electronic City,1089.0,2.0,45.0,2,65
1822,Horamavu Agara,1106.0,2.0,43.09,2,87
1823,Kengeri,927.0,2.0,37.0,2,123
1824,Kanakpura Road,1339.0,2.0,58.0,2,115
1825,Thanisandra,923.0,1.0,45.69,1,191
1826,Subramanyapura,1330.0,3.0,72.0,3,187
1827,Thanisandra,1183.0,2.0,59.74,2,191
1828,Pai Layout,1100.0,2.0,50.0,2,164
1829,Ramamurthy Nagar,1170.0,2.0,46.8,2,172
1830,others,2400.0,5.0,120.0,5,211
1831,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3,169
1832,Hoodi,1055.0,2.0,57.63,2,86
1833,Nagarbhavi,1560.0,3.0,66.0,3,154
1834,Sarjapur  Road,1145.0,2.0,49.5,2,177
1835,others,1350.0,2.0,65.0,3,211
1836,Bannerghatta Road,1344.0,2.0,42.0,3,32
1837,Bannerghatta Road,1893.0,3.0,100.0,3,32
1838,Chandapura,1107.0,2.0,43.0,3,49
1839,Whitefield,1000.0,2.0,35.0,2,205
1840,Kumaraswami Layout,1000.0,2.0,48.5,2,136
1841,KR Puram,1100.0,2.0,46.0,2,103
1842,Electronic City,1110.0,2.0,40.0,2,65
1843,others,1250.0,3.0,40.0,3,211
1844,Sarjapur  Road,1470.0,3.0,62.0,3,177
1845,others,1400.0,2.0,62.0,3,211
1846,Bellandur,1195.0,2.0,51.0,2,37
1847,others,1302.0,2.0,69.1,2,211
1848,Begur Road,1583.0,3.0,74.4,3,36
1849,others,1488.0,2.0,60.0,3,211
1850,Devanahalli,1282.0,2.0,52.43,3,58
1851,others,1853.0,3.0,82.0,3,211
1852,others,861.0,2.0,35.0,2,211
1853,others,1256.0,2.0,62.8,2,211
1854,Hebbal,919.0,2.0,49.0,2,81
1855,Margondanahalli,1625.0,3.0,80.0,3,147
1856,Gunjur,1195.0,2.0,44.0,2,75
1857,Yelenahalli,1159.0,2.0,60.0,2,209
1858,Whitefield,1386.0,3.0,57.46,3,205
1859,Jigani,5950.0,2.0,226.0,4,101
1860,Bommasandra,1295.0,2.0,50.28,3,44
1861,others,1310.0,2.0,37.83,3,211
1862,Whitefield,1200.0,2.0,45.84,2,205
1863,Doddathoguru,1015.0,2.0,33.5,2,62
1864,others,1080.0,2.0,39.0,2,211
1865,Kothanur,1185.0,2.0,59.0,2,133
1866,KR Puram,1290.0,2.0,49.02,2,103
1867,others,1531.0,3.0,72.0,3,211
1868,Whitefield,1140.0,2.0,39.0,2,205
1869,Tumkur Road,1948.5,3.0,57.76,3,195
1870,Banashankari Stage III,2000.0,4.0,100.0,4,26
1871,Kaval Byrasandra,1100.0,2.0,46.0,2,121
1872,others,1200.0,2.0,55.0,2,211
1873,Bannerghatta,1618.0,3.0,68.0,3,31
1874,Anandapura,1141.0,2.0,42.75,2,13
1875,AECS Layout,1080.0,2.0,55.0,2,8
1876,HBR Layout,1200.0,2.0,60.0,2,76
1877,Varthur,1111.0,2.0,41.88,2,198
1878,NGR Layout,1022.0,2.0,45.9,2,152
1879,Bannerghatta Road,1275.0,2.0,65.0,2,32
1880,Rachenahalli,1224.0,2.0,39.2,2,168
1881,Battarahalli,1135.0,2.0,43.0,2,34
1882,Rachenahalli,1050.0,2.0,52.1,2,168
1883,Gottigere,1621.0,3.0,72.0,3,72
1884,Bannerghatta Road,892.0,2.0,39.0,2,32
1885,Whitefield,1205.0,2.0,40.0,2,205
1886,Kengeri,726.0,2.0,35.0,2,123
1887,Horamavu Agara,1079.0,2.0,41.0,2,87
1888,Begur Road,1170.0,2.0,46.0,2,36
1889,Doddathoguru,1104.0,2.0,39.0,2,62
1890,Kanakpura Road,950.0,2.0,45.0,2,115
1891,others,1650.0,2.0,52.0,3,211
1892,others,1100.0,2.0,38.0,2,211
1893,Ramagondanahalli,1215.0,2.0,45.5,2,171
1894,Electronic City,1130.0,2.0,32.63,2,65
1895,Hulimavu,1225.0,2.0,55.0,2,94
1896,Electronic City Phase II,900.0,2.0,32.5,2,66
1897,Ananth Nagar,908.0,2.0,26.0,2,14
1898,Iblur Village,1400.0,2.0,68.0,2,96
1899,Thanisandra,1296.0,2.0,72.0,2,191
1900,Horamavu Banaswadi,925.0,2.0,38.0,2,88
1901,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2,169
1902,Thanisandra,1020.0,2.0,44.5,2,191
1903,Choodasandra,1530.0,3.0,77.0,3,54
1904,Gubbalala,1650.0,3.0,71.0,3,74
1905,others,1605.0,2.0,85.0,3,211
1906,Kogilu,1190.0,2.0,50.66,2,129
1907,Jakkur,1374.0,3.0,68.0,3,98
1908,Bisuvanahalli,1075.0,2.0,50.0,3,42
1909,Sanjay nagar,965.0,1.0,32.0,1,175
1910,Marathahalli,1550.0,3.0,83.0,3,146
1911,others,1205.0,2.0,60.0,2,211
1912,Kambipura,1082.0,2.0,55.0,3,111
1913,Uttarahalli,1215.0,2.0,52.85,3,197
1914,others,1200.0,3.0,46.14,2,211
1915,Kanakpura Road,1452.0,3.0,60.98,3,115
1916,Electronic City Phase II,1329.0,2.0,41.0,3,66
1917,others,1125.0,2.0,44.0,2,211
1918,Sarjapur  Road,1350.0,3.0,39.97,3,177
1919,Somasundara Palya,1329.0,2.0,70.0,2,184
1920,Chandapura,1200.0,2.0,60.0,2,49
1921,others,813.0,1.0,39.0,1,211
1922,Kalena Agrahara,800.0,2.0,30.0,2,109
1923,Hormavu,1500.0,3.0,70.0,3,89
1924,Bannerghatta Road,1880.0,3.0,95.0,3,32
1925,Electronic City,1440.0,2.0,55.0,3,65
1926,Yelahanka,1180.0,3.0,55.0,3,207
1927,others,1090.0,2.0,36.0,2,211
1928,Varthur,1097.0,2.0,33.82,2,198
1929,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2,169
1930,others,1150.0,2.0,56.0,2,211
1931,others,1141.0,2.0,49.0,2,211
1932,Jigani,937.0,2.0,44.0,2,101
1933,Kasavanhalli,1450.0,3.0,77.41,3,118
1934,others,936.0,2.0,43.0,2,211
1935,Babusapalaya,1050.0,2.0,45.0,2,22
1936,Devanahalli,1174.0,2.0,59.0,2,58
1937,others,500.0,1.0,24.0,1,211
1938,Bisuvanahalli,1075.0,2.0,52.0,3,42
1939,7th Phase JP Nagar,1212.0,3.0,42.0,2,5
1940,others,1100.0,2.0,50.0,2,211
1941,Billekahalli,1140.0,2.0,50.0,2,40
1942,Kudlu Gate,1532.0,3.0,83.0,3,135
1943,Padmanabhanagar,1531.0,2.0,75.0,3,163
1944,Uttarahalli,1325.0,2.0,53.0,2,197
1945,Electronic City,1156.0,2.0,44.0,3,65
1946,Bannerghatta Road,1260.0,2.0,70.0,2,32
1947,Vittasandra,1934.0,2.0,90.0,2,204
1948,Malleshpalya,1060.0,2.0,40.0,2,145
1949,others,3200.0,5.0,150.0,4,211
1950,others,1196.0,2.0,56.81,2,211
1951,EPIP Zone,1280.0,2.0,69.0,2,64
1952,Hulimavu,1175.0,2.0,45.0,2,94
1953,others,1850.0,3.0,98.0,3,211
1954,Hosur Road,1180.0,2.0,36.5,2,93
1955,Jakkur,1050.0,2.0,49.87,2,98
1956,Electronic City,1400.0,2.0,40.44,3,65
1957,others,1512.0,1.0,65.01,2,211
1958,Subramanyapura,929.0,2.0,48.0,2,187
1959,Jigani,1252.0,3.0,61.0,3,101
1960,Electronics City Phase 1,1124.0,2.0,55.0,3,67
1961,Prithvi Layout,1352.0,2.0,75.0,2,166
1962,others,1300.0,2.0,70.0,3,211
1963,Marathahalli,957.0,2.0,47.0,2,146
1964,Hoskote,1740.0,3.0,60.0,3,92
1965,Neeladri Nagar,1060.0,2.0,35.0,2,158
1966,others,975.0,2.0,50.0,2,211
1967,Ramamurthy Nagar,1150.0,2.0,51.0,2,172
1968,Whitefield,1738.0,2.0,79.0,3,205
1969,Bommanahalli,1250.0,3.0,55.0,3,43
1970,Bannerghatta Road,1788.0,3.0,90.0,3,32
1971,Kanakapura,1151.0,2.0,59.0,2,114
1972,Uttarahalli,1300.0,2.0,60.0,3,197
1973,others,1380.0,2.0,75.0,2,211
1974,Babusapalaya,1141.0,2.0,45.9,2,22
1975,Banashankari Stage V,1355.0,2.0,61.0,3,27
1976,others,1000.0,2.0,45.0,2,211
1977,others,3000.0,5.0,100.0,4,211
1978,Kothanur,1436.0,3.0,70.0,3,133
1979,Dodda Nekkundi,1100.0,2.0,48.0,2,59
1980,others,1080.0,2.0,45.0,2,211
1981,Hennur,1040.0,2.0,42.12,2,84
1982,Tumkur Road,1675.5,2.0,48.905,2,195
1983,Thanisandra,1430.0,2.0,51.6,3,191
1984,others,1827.0,3.0,100.0,3,211
1985,Budigere,1820.0,3.0,93.0,3,47
1986,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3,169
1987,Kumaraswami Layout,1000.0,2.0,36.0,2,136
1988,others,1180.0,2.0,63.0,2,211
1989,Bisuvanahalli,1180.0,2.0,46.0,3,42
1990,others,1300.0,3.0,47.0,3,211
1991,Bannerghatta Road,1157.0,2.0,40.0,2,32
1992,Kanakpura Road,1300.0,3.0,69.0,3,115
1993,Banashankari Stage III,1305.0,2.0,59.0,3,26
1994,Hoskote,1170.0,2.0,45.0,2,92
1995,others,1155.0,2.0,60.0,3,211
1996,Hormavu,1725.0,3.0,85.0,3,89
1997,Doddathoguru,915.0,2.0,32.0,2,62
1998,others,1540.0,3.0,68.0,3,211
1999,others,1206.0,2.0,38.5,2,211
2000,Nehru Nagar,2342.0,3.0,115.0,4,159
2001,others,1200.0,2.0,55.0,3,211
2002,Yelenahalli,1056.0,2.0,33.0,2,209
2003,Kanakpura Road,1450.0,3.0,54.3,3,115
2004,others,1161.0,2.0,36.69,2,211
2005,Uttarahalli,850.0,2.0,35.0,2,197
2006,Electronic City,1200.0,2.0,59.0,2,65
2007,8th Phase JP Nagar,1080.0,2.0,38.0,2,6
2008,Kasavanhalli,1200.0,2.0,50.3,2,118
2009,Kanakpura Road,648.5,1.0,19.695,1,115
2010,Marathahalli,1230.0,2.0,57.0,2,146
2011,Kalyan nagar,1640.0,3.0,88.0,3,110
2012,Bommasandra,1478.0,2.0,44.0,3,44
2013,Banashankari,1020.0,2.0,40.79,2,24
2014,Kanakapura,1110.0,2.0,38.85,2,114
2015,Uttarahalli,1627.86,3.0,88.0,3,197
2016,others,620.0,2.0,22.0,2,211
2017,Hosa Road,1133.0,2.0,52.0,2,90
2018,Marathahalli,1200.0,2.0,58.0,2,146
2019,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,169
2020,Amruthahalli,1100.0,2.0,45.0,2,12
2021,Kengeri Satellite Town,635.0,1.0,22.0,2,124
2022,Sarjapur,2020.0,3.0,85.0,3,176
2023,8th Phase JP Nagar,1059.0,2.0,34.5,2,6
2024,Panathur,1315.0,2.0,59.1,3,165
2025,Hennur Road,1192.0,2.0,62.0,3,85
2026,Whitefield,971.0,1.0,34.385,1,205
2027,others,1355.0,2.0,75.0,2,211
2028,Begur Road,2462.0,4.0,124.0,4,36
2029,Budigere,1636.0,3.0,85.0,3,47
2030,Akshaya Nagar,1430.0,2.0,75.0,3,10
2031,others,2000.0,3.0,85.0,3,211
2032,Electronic City Phase II,993.0,2.0,50.0,3,66
2033,Kanakpura Road,1700.0,3.0,88.0,3,115
2034,Marathahalli,1650.0,3.0,86.45,3,146
2035,others,1280.0,2.0,49.75,2,211
2036,Kothanur,1462.0,3.0,71.0,3,133
2037,JP Nagar,3000.0,4.0,140.0,4,97
2038,Electronic City Phase II,1418.0,3.0,52.47,3,66
2039,others,4200.0,1.0,160.0,2,211
2040,JP Nagar,3000.0,4.0,140.0,4,97
2041,Whitefield,1200.0,3.0,61.96,3,205
2042,others,965.0,2.0,48.0,2,211
2043,KR Puram,1100.0,2.0,43.0,2,103
2044,Whitefield,1180.0,2.0,41.0,2,205
2045,HSR Layout,1145.0,2.0,48.0,2,78
2046,others,1215.0,2.0,49.85,2,211
2047,7th Phase JP Nagar,3300.0,4.0,160.0,3,5
2048,others,1076.0,2.0,52.0,2,211
2049,Yeshwanthpur,875.0,1.0,41.745,1,210
2050,Hulimavu,1255.0,2.0,69.0,2,94
2051,Kathriguppe,1365.0,2.0,75.08,3,120
2052,others,1250.0,2.0,39.0,2,211
2053,Kereguddadahalli,1300.0,2.0,39.0,3,125
2054,Channasandra,1115.0,2.0,40.0,2,50
2055,Uttarahalli,1490.0,2.0,59.6,3,197
2056,Bannerghatta Road,10000.0,4.0,450.0,4,32
2057,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2,169
2058,Chandapura,1200.0,1.0,36.0,2,49
2059,others,1500.0,3.0,70.0,3,211
2060,others,2000.0,5.0,80.0,4,211
2061,Raja Rajeshwari Nagar,550.0,1.0,21.0,1,169
2062,others,900.0,2.0,42.0,2,211
2063,others,1410.0,2.0,45.12,3,211
2064,Akshaya Nagar,1419.0,2.0,73.0,3,10
2065,AECS Layout,1800.0,3.0,65.0,3,8
2066,Gottigere,990.0,2.0,40.0,2,72
2067,Sarjapur  Road,1016.0,2.0,45.0,2,177
2068,Bannerghatta Road,1100.0,2.0,39.0,2,32
2069,Whitefield,1095.0,2.0,35.0,2,205
2070,others,2000.0,3.0,85.0,3,211
2071,Budigere,1444.0,2.0,70.0,2,47
2072,Whitefield,1415.0,2.0,67.0,2,205
2073,others,1600.0,3.0,72.0,3,211
2074,Whitefield,1105.0,2.0,41.36,2,205
2075,Electronic City,1225.0,3.0,45.03,3,65
2076,others,2100.0,6.0,71.0,6,211
2077,Whitefield,2919.0,2.0,113.19,3,205
2078,5th Phase JP Nagar,1485.0,2.0,67.0,3,3
2079,others,2500.0,3.0,75.0,3,211
2080,Whitefield,1200.0,2.0,45.0,2,205
2081,Bommanahalli,1110.0,2.0,33.0,2,43
2082,Kodichikkanahalli,1150.0,2.0,48.0,2,126
2083,Hormavu,1453.0,2.0,43.58,3,89
2084,Padmanabhanagar,1400.0,3.0,65.0,3,163
2085,Nagarbhavi,1515.0,2.0,79.0,3,154
2086,Yeshwanthpur,1382.0,2.0,76.18,3,210
2087,others,1100.0,2.0,38.0,2,211
2088,Yelahanka,1391.0,2.0,64.5,3,207
2089,Begur Road,1160.0,2.0,42.92,2,36
2090,Chandapura,620.0,1.0,27.0,1,49
2091,Kanakpura Road,1482.0,3.0,60.98,3,115
2092,Gunjur,1190.0,2.0,40.0,2,75
2093,Kereguddadahalli,1000.0,2.0,30.0,2,125
2094,Jigani,923.0,2.0,50.0,2,101
2095,Yeshwanthpur,1000.0,2.0,32.0,2,210
2096,Battarahalli,1276.0,2.0,45.0,2,34
2097,others,1460.0,3.0,70.0,3,211
2098,Ramamurthy Nagar,1200.0,2.0,48.0,2,172
2099,Yeshwanthpur,669.0,1.0,36.85,1,210
2100,7th Phase JP Nagar,2200.0,4.0,105.0,3,5
2101,NGR Layout,1020.0,2.0,45.0,2,152
2102,others,1037.0,2.0,36.28,2,211
2103,Whitefield,1345.0,2.0,57.0,3,205
2104,Kodichikkanahalli,1070.0,2.0,43.0,2,126
2105,Yeshwanthpur,1385.0,2.0,76.18,3,210
2106,Varthur,1140.0,2.0,55.5,2,198
2107,Marathahalli,1075.0,2.0,52.43,2,146
2108,AECS Layout,1045.0,2.0,36.58,2,8
2109,others,1545.0,3.0,85.0,3,211
2110,others,2000.0,2.0,85.0,3,211
2111,others,780.0,2.0,35.0,2,211
2112,others,1350.0,2.0,41.0,2,211
2113,Dasanapura,708.0,1.0,28.32,1,56
2114,Bellandur,1310.0,2.0,72.0,2,37
2115,BTM Layout,3300.0,6.0,165.0,6,21
2116,Electronics City Phase 1,1175.0,2.0,57.0,2,67
2117,8th Phase JP Nagar,1080.0,2.0,35.0,2,6
2118,Bommasandra Industrial Area,1320.0,2.0,38.13,3,45
2119,Sector 2 HSR Layout,1146.0,2.0,55.0,2,179
2120,Sahakara Nagar,1048.0,2.0,50.0,2,174
2121,Begur,1445.0,2.0,47.1,3,35
2122,Kaval Byrasandra,1185.0,2.0,49.0,2,121
2123,others,1150.0,2.0,49.0,2,211
2124,Pai Layout,1075.0,2.0,35.0,2,164
2125,Banashankari,1600.0,2.0,63.98,2,24
2126,Rachenahalli,1113.0,2.0,55.0,2,168
2127,Horamavu Banaswadi,1272.0,2.0,48.0,2,88
2128,Kereguddadahalli,1240.0,3.0,41.0,3,125
2129,Ambalipura,896.0,2.0,30.13,2,11
2130,BTM 2nd Stage,1200.0,2.0,35.0,2,20
2131,Ramagondanahalli,2800.0,4.0,155.0,4,171
2132,Ramamurthy Nagar,3600.0,3.0,150.0,3,172
2133,others,1096.0,2.0,48.0,2,211
2134,others,1094.0,2.0,44.0,2,211
2135,others,1100.0,2.0,49.0,2,211
2136,Iblur Village,4350.0,5.0,191.0,4,96
2137,Nagarbhavi,1145.0,2.0,40.0,2,154
2138,Rachenahalli,1550.0,3.0,74.5,3,168
2139,Seegehalli,1830.0,4.0,82.0,3,180
2140,Hoodi,1746.0,3.0,84.95,3,86
2141,Kengeri,918.0,2.0,27.54,2,123
2142,Banashankari Stage III,1305.0,2.0,60.0,3,26
2143,Thigalarapalya,1207.0,2.0,62.0,2,192
2144,Kaggalipura,950.0,2.0,50.0,2,107
2145,Ardendale,1732.46,3.0,92.0,3,17
2146,Sarjapur  Road,985.0,2.0,49.0,2,177
2147,Whitefield,1440.0,2.0,64.0,3,205
2148,Ramagondanahalli,1253.0,2.0,52.66,2,171
2149,Padmanabhanagar,1360.0,2.0,75.0,3,163
2150,others,1086.0,2.0,47.5,2,211
2151,Sarjapur  Road,1418.0,2.0,78.0,2,177
2152,others,1440.0,3.0,65.8,3,211
2153,Begur Road,1410.0,2.0,50.06,3,36
2154,Electronic City,1060.0,2.0,58.0,2,65
2155,Sarjapur,1917.0,3.0,60.0,4,176
2156,KR Puram,950.0,2.0,40.0,2,103
2157,BTM 2nd Stage,1250.0,3.0,50.0,3,20
2158,Vishwapriya Layout,1235.0,2.0,60.0,2,203
2159,Bannerghatta Road,1400.0,3.0,68.0,3,32
2160,others,1225.0,3.0,60.0,3,211
2161,Marathahalli,1220.0,2.0,58.5,2,146
2162,Battarahalli,1880.0,3.0,94.36,3,34
2163,others,1550.0,2.0,60.0,3,211
2164,others,1650.0,3.0,75.0,3,211
2165,others,1113.0,2.0,46.0,2,211
2166,Sarjapur  Road,1586.0,3.0,70.0,3,177
2167,Yelahanka New Town,1541.0,3.0,80.0,3,208
2168,Haralur Road,1830.0,3.0,101.0,3,79
2169,Kodigehalli,1200.0,2.0,48.0,2,128
2170,others,1800.0,2.0,72.0,3,211
2171,Bommasandra,1015.0,2.0,40.0,2,44
2172,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2,169
2173,Kanakpura Road,1900.0,3.0,99.0,3,115
2174,Seegehalli,3000.0,5.0,150.0,4,180
2175,Bisuvanahalli,1075.0,2.0,42.0,3,42
2176,Akshaya Nagar,1200.0,2.0,50.0,2,10
2177,Hormavu,1150.0,2.0,53.11,2,89
2178,Uttarahalli,1360.0,2.0,61.2,3,197
2179,others,935.0,2.0,32.73,2,211
2180,Sarjapur  Road,1260.0,2.0,53.0,2,177
2181,Marathahalli,950.0,2.0,45.68,2,146
2182,others,2500.0,5.0,120.0,5,211
2183,Budigere,1991.0,4.0,88.0,3,47
2184,Sarjapur  Road,1115.0,2.0,60.0,2,177
2185,Whitefield,1109.0,2.0,41.49,2,205
2186,Rajiv Nagar,2340.0,5.0,129.0,4,170
2187,9th Phase JP Nagar,1005.0,2.0,43.0,2,7
2188,Kengeri,416.0,1.0,19.5,1,123
2189,Harlur,2138.0,3.0,110.0,3,80
2190,others,1140.0,2.0,52.0,2,211
2191,others,1050.0,2.0,40.0,2,211
2192,Thanisandra,1100.0,2.0,48.0,2,191
2193,Yelahanka,1326.0,2.0,57.0,2,207
2194,Hebbal Kempapura,1654.0,2.0,85.0,3,82
2195,Chikkalasandra,1070.0,2.0,42.8,2,53
2196,Kanakapura,945.0,2.0,47.0,2,114
2197,Electronic City,1025.0,2.0,54.1,2,65
2198,others,1758.0,3.0,95.0,3,211
2199,Kalyan nagar,1800.0,3.0,85.0,3,110
2200,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2,169
2201,Kadugodi,1645.0,2.0,82.0,3,105
2202,Ramamurthy Nagar,1410.0,2.0,56.4,3,172
2203,Harlur,1200.0,2.0,52.0,2,80
2204,8th Phase JP Nagar,1275.0,2.0,41.5,3,6
2205,others,909.0,2.0,40.0,3,211
2206,Akshaya Nagar,1092.0,2.0,60.0,2,10
2207,Bellandur,924.0,2.0,35.11,2,37
2208,Margondanahalli,1360.0,2.0,45.0,4,147
2209,Gottigere,1235.0,2.0,63.0,2,72
2210,Anandapura,900.0,2.0,48.0,2,13
2211,Whitefield,1215.0,2.0,62.0,2,205
2212,others,1000.0,2.0,48.0,2,211
2213,Kasavanhalli,2100.0,3.0,110.0,3,118
2214,Kodichikkanahalli,1620.0,2.0,85.0,3,126
2215,others,1095.0,2.0,38.52,2,211
2216,9th Phase JP Nagar,835.0,2.0,37.0,2,7
2217,Hennur Road,2182.0,3.0,72.04,3,85
2218,BTM 2nd Stage,1070.0,2.0,48.0,2,20
2219,Electronics City Phase 1,919.0,2.0,28.0,2,67
2220,Sarjapur  Road,1346.0,2.0,71.32,2,177
2221,Electronic City Phase II,1070.0,2.0,45.0,2,66
2222,Begur Road,1225.0,2.0,35.52,2,36
2223,Neeladri Nagar,640.0,1.0,20.5,1,158
2224,Chikkalasandra,1310.0,2.0,52.4,3,53
2225,Kanakapura,1190.0,2.0,39.0,2,114
2226,others,1645.0,3.0,87.5,3,211
2227,Vittasandra,1404.0,2.0,68.8,2,204
2228,Electronic City,1105.0,2.0,35.0,3,65
